Date,Open,High,Low,Close,Adj Close,Volume
2023-03-20,176.10000610351562,180.5,175.14999389648438,177.1999969482422,175.1296844482422,1187732
2023-03-21,177.60000610351562,178.3000030517578,176.75,177.6999969482422,175.6238555908203,662527
2023-03-22,177.6999969482422,180.3000030517578,177.3000030517578,177.85000610351562,175.7720947265625,740393
2023-03-23,177.8000030517578,180.85000610351562,176.4499969482422,177.14999389648438,175.0802764892578,1884192
2023-03-24,178.0,178.0,174.3000030517578,175.4499969482422,173.40013122558594,1138658
2023-03-27,175.5,175.75,172.0,172.5500030517578,170.53402709960938,937532
2023-03-28,172.5,173.8000030517578,170.5,173.14999389648438,171.1269989013672,1756017
2023-03-29,173.0,177.8000030517578,173.0,177.0500030517578,174.9814453125,1807365
2023-03-31,177.1999969482422,180.1999969482422,177.0500030517578,177.9499969482422,175.8709259033203,1369199
2023-04-03,178.89999389648438,181.3000030517578,178.0500030517578,180.3000030517578,178.1934814453125,1467321
2023-04-05,180.0,181.39999389648438,178.4499969482422,180.6999969482422,178.5887908935547,1497560
2023-04-06,180.0,181.5,178.8000030517578,181.0500030517578,178.93470764160156,785051
2023-04-10,181.0500030517578,182.10000610351562,178.89999389648438,181.4499969482422,179.3300323486328,1156540
2023-04-11,181.5,185.8000030517578,181.14999389648438,184.9499969482422,182.78915405273438,3111608
2023-04-12,185.85000610351562,188.0500030517578,184.60000610351562,185.3000030517578,183.13507080078125,3454442
2023-04-13,185.3000030517578,186.5,182.3000030517578,185.39999389648438,183.23388671875,1772508
2023-04-17,185.39999389648438,188.39999389648438,184.35000610351562,188.10000610351562,185.90235900878906,2576336
2023-04-18,188.39999389648438,189.89999389648438,186.4499969482422,186.89999389648438,184.71636962890625,1962729
2023-04-19,186.8000030517578,189.4499969482422,186.64999389648438,188.10000610351562,185.90235900878906,2717270
2023-04-20,188.35000610351562,188.6999969482422,186.0,188.0500030517578,185.85293579101562,1214781
2023-04-21,187.89999389648438,188.5,186.3000030517578,187.8000030517578,185.60585021972656,1229798
2023-04-24,187.8000030517578,189.64999389648438,187.0500030517578,188.39999389648438,186.19883728027344,1516858
2023-04-25,188.5,192.60000610351562,188.5,190.9499969482422,188.71905517578125,3175232
2023-04-26,190.9499969482422,193.35000610351562,190.8000030517578,192.25,190.0038604736328,2651365
2023-04-27,192.25,196.35000610351562,192.0,194.10000610351562,191.83226013183594,4174431
2023-04-28,194.8000030517578,196.35000610351562,194.35000610351562,195.85000610351562,193.56179809570312,1652708
2023-05-02,197.0,197.25,191.35000610351562,192.64999389648438,190.399169921875,3312587
2023-05-03,192.5,193.5,186.0,192.85000610351562,190.59686279296875,1955862
2023-05-04,193.0,194.5,191.4499969482422,192.9499969482422,190.6956787109375,1359120
2023-05-05,192.60000610351562,193.85000610351562,186.10000610351562,187.0,184.815185546875,3168051
2023-05-08,188.75,193.5500030517578,186.14999389648438,190.60000610351562,188.37313842773438,7010904
2023-05-09,190.0,192.25,188.25,189.3000030517578,187.0883331298828,2379013
2023-05-10,189.0,189.25,186.6999969482422,188.25,186.0505828857422,1910151
2023-05-11,188.25,190.39999389648438,187.35000610351562,189.64999389648438,187.43423461914062,1887563
2023-05-12,189.8000030517578,192.89999389648438,189.5,190.0,187.7801513671875,3121102
2023-05-15,190.35000610351562,191.25,187.1999969482422,190.4499969482422,188.22488403320312,2633968
2023-05-16,190.5500030517578,195.35000610351562,190.5500030517578,194.75,192.4746551513672,6317215
2023-05-17,195.8000030517578,207.3000030517578,195.6999969482422,205.4499969482422,203.04962158203125,25682409
2023-05-18,206.35000610351562,208.64999389648438,205.1999969482422,205.75,203.3461456298828,8697541
2023-05-19,205.5,205.6999969482422,200.35000610351562,204.60000610351562,202.20956420898438,3476210
2023-05-22,204.60000610351562,204.60000610351562,201.0,202.10000610351562,199.73878479003906,1226847
2023-05-23,202.10000610351562,210.4499969482422,201.8000030517578,209.39999389648438,206.9534912109375,7205041
2023-05-24,208.75,209.25,206.35000610351562,206.8000030517578,204.3838653564453,2228274
2023-05-25,206.89999389648438,209.0,205.5,208.1999969482422,205.76751708984375,1709355
2023-05-26,208.60000610351562,211.25,207.85000610351562,209.14999389648438,206.70640563964844,2034942
2023-05-29,210.0,210.1999969482422,207.5500030517578,208.4499969482422,206.01458740234375,1649502
2023-05-30,207.5,209.8000030517578,207.0,207.3000030517578,204.87803649902344,1049036
2023-05-31,206.89999389648438,211.75,206.5500030517578,211.1999969482422,208.73245239257812,3082027
2023-06-01,211.6999969482422,214.5,210.89999389648438,211.39999389648438,208.9301300048828,2669104
2023-06-02,211.9499969482422,213.0,210.0,211.75,209.27603149414062,1439067
2023-06-05,212.75,213.85000610351562,210.4499969482422,211.5500030517578,209.078369140625,1142529
2023-06-06,212.0,212.60000610351562,209.60000610351562,211.9499969482422,209.47369384765625,1738539
2023-06-07,212.10000610351562,213.0500030517578,211.25,211.64999389648438,209.1772003173828,1226098
2023-06-08,212.4499969482422,214.1999969482422,208.8000030517578,209.5,207.0523223876953,1724965
2023-06-09,210.0,210.4499969482422,204.89999389648438,205.6999969482422,203.29672241210938,4610250
2023-06-12,205.6999969482422,207.0,203.85000610351562,205.5500030517578,203.14846801757812,2078411
2023-06-13,206.39999389648438,207.8000030517578,204.9499969482422,206.39999389648438,203.988525390625,1736495
2023-06-14,208.14999389648438,211.0,206.4499969482422,210.1999969482422,207.744140625,2412025
2023-06-15,211.4499969482422,212.0,206.1999969482422,207.35000610351562,204.9274444580078,2112022
2023-06-16,209.39999389648438,217.0,206.14999389648438,215.0,212.48805236816406,7594969
2023-06-19,217.10000610351562,218.39999389648438,212.3000030517578,213.10000610351562,210.61026000976562,3961466
2023-06-20,213.1999969482422,221.9499969482422,213.0,220.35000610351562,217.7755584716797,6610978
2023-06-21,223.0,231.0,222.39999389648438,230.3000030517578,227.6092987060547,13046366
2023-06-22,230.75,235.6999969482422,228.10000610351562,229.60000610351562,226.91749572753906,9572127
2023-06-23,229.75,235.64999389648438,224.1999969482422,232.5,229.78359985351562,7886904
2023-06-26,234.9499969482422,235.5,230.0,232.5500030517578,229.83302307128906,4839246
2023-06-27,233.6999969482422,234.5,229.0,232.75,230.0306854248047,2322043
2023-06-28,233.0,235.35000610351562,231.10000610351562,232.25,229.53651428222656,2064907
2023-06-30,233.0,238.6999969482422,232.5,236.6999969482422,233.9345245361328,4246988
2023-07-03,238.5500030517578,240.8000030517578,237.25,239.8000030517578,236.99830627441406,3401522
2023-07-04,240.0,241.10000610351562,236.10000610351562,239.4499969482422,236.6523895263672,2510455
2023-07-05,240.0,247.3000030517578,238.60000610351562,246.4499969482422,243.57061767578125,4369590
2023-07-06,247.64999389648438,252.0,246.89999389648438,248.3000030517578,245.3990020751953,6113202
2023-07-07,249.64999389648438,249.64999389648438,243.25,247.89999389648438,245.003662109375,3116006
2023-07-10,248.9499969482422,253.0,247.0,251.10000610351562,248.16629028320312,3804635
2023-07-11,253.14999389648438,253.14999389648438,250.25,252.5,249.54994201660156,3500071
2023-07-12,252.9499969482422,255.1999969482422,250.35000610351562,254.4499969482422,251.47714233398438,4664570
2023-07-13,255.9499969482422,256.45001220703125,250.14999389648438,251.6999969482422,248.75927734375,4071697
2023-07-14,252.6999969482422,257.45001220703125,251.6999969482422,254.25,251.27947998046875,3804390
2023-07-17,255.9499969482422,255.9499969482422,248.0,248.5500030517578,245.64608764648438,4598129
2023-07-18,250.0,251.39999389648438,244.25,247.64999389648438,244.756591796875,3584384
2023-07-19,248.60000610351562,249.85000610351562,245.9499969482422,248.6999969482422,245.79432678222656,1746775
2023-07-20,249.35000610351562,251.39999389648438,247.0500030517578,251.0,248.06744384765625,2324881
2023-07-21,250.60000610351562,254.6999969482422,249.14999389648438,251.8000030517578,248.8581085205078,2501375
2023-07-24,252.75,253.4499969482422,249.0500030517578,251.5,248.56161499023438,2084432
2023-07-25,251.5,251.9499969482422,249.10000610351562,250.3000030517578,247.37564086914062,872190
2023-07-26,250.3000030517578,252.5500030517578,250.25,252.10000610351562,249.1546173095703,1186109
2023-07-27,253.10000610351562,257.0,252.5500030517578,255.75,252.761962890625,4422928
2023-07-28,256.54998779296875,257.0,246.75,251.14999389648438,248.2156982421875,5655882
2023-07-31,252.5,252.85000610351562,247.10000610351562,249.60000610351562,246.68382263183594,2983956
2023-08-01,250.8000030517578,266.70001220703125,250.0,263.1000061035156,262.12646484375,15140281
2023-08-02,263.95001220703125,266.0,255.0,259.6499938964844,258.689208984375,6156571
2023-08-03,260.3500061035156,260.3500061035156,251.75,256.8999938964844,255.94940185546875,2627515
2023-08-04,257.70001220703125,260.45001220703125,255.5,256.6499938964844,255.7003173828125,2686418
2023-08-07,258.04998779296875,263.95001220703125,257.29998779296875,263.0,262.0268249511719,2201323
2023-08-08,263.95001220703125,265.29998779296875,257.25,261.29998779296875,260.3330993652344,2780303
2023-08-09,261.95001220703125,264.75,258.70001220703125,264.20001220703125,263.222412109375,2199916
2023-08-10,263.95001220703125,267.3999938964844,261.0,263.25,262.2759094238281,3513303
2023-08-11,263.5,271.5,261.54998779296875,269.1000061035156,268.1042785644531,5383929
2023-08-14,269.95001220703125,270.0,261.0,264.70001220703125,263.7205505371094,2743735
2023-08-16,264.79998779296875,268.0,261.75,267.20001220703125,266.2113037109375,1644032
2023-08-17,268.6499938964844,268.8999938964844,264.1000061035156,266.5,265.5138854980469,2043018
2023-08-18,266.95001220703125,269.6000061035156,264.1499938964844,267.75,266.7592468261719,2460276
2023-08-21,268.6000061035156,268.6000061035156,263.8500061035156,264.5,263.5212707519531,1743064
2023-08-22,265.0,268.79998779296875,264.45001220703125,267.20001220703125,266.2113037109375,1503735
2023-08-23,267.70001220703125,273.0,267.20001220703125,268.1000061035156,267.10797119140625,2938935
2023-08-24,269.8500061035156,270.8500061035156,264.0,265.20001220703125,264.21868896484375,1953379
2023-08-25,265.1499938964844,265.54998779296875,256.8500061035156,259.0,258.0416259765625,3437835
2023-08-28,260.3999938964844,264.75,258.8500061035156,261.1000061035156,260.1338806152344,2777996
2023-08-29,261.95001220703125,262.5,259.45001220703125,260.3999938964844,259.43646240234375,1764061
2023-08-30,261.6000061035156,263.6499938964844,260.25,261.6000061035156,260.63201904296875,1604092
2023-08-31,262.04998779296875,268.29998779296875,261.8500061035156,266.79998779296875,265.8127746582031,4027197
2023-09-01,268.0,269.3999938964844,264.20001220703125,265.75,264.76666259765625,1734067
2023-09-04,265.75,276.79998779296875,265.75,272.79998779296875,271.7905578613281,4649470
2023-09-05,274.20001220703125,275.3500061035156,269.8999938964844,272.04998779296875,271.0433349609375,2354647
2023-09-06,273.0,274.1499938964844,269.1499938964844,272.95001220703125,271.9400329589844,1938691
2023-09-07,272.95001220703125,276.3500061035156,272.5,274.0,272.98614501953125,1950317
2023-09-08,276.95001220703125,276.95001220703125,272.3500061035156,273.45001220703125,272.43817138671875,2113514
2023-09-11,276.79998779296875,279.45001220703125,274.25,277.45001220703125,276.4233703613281,2481329
2023-09-12,279.75,279.75,265.70001220703125,266.45001220703125,265.4640808105469,2719083
2023-09-13,268.79998779296875,269.8500061035156,263.54998779296875,267.6499938964844,266.65960693359375,1561354
2023-09-14,268.79998779296875,270.3500061035156,266.20001220703125,268.75,267.75555419921875,1148512
2023-09-15,268.0,269.95001220703125,264.20001220703125,268.25,267.2574157714844,4681735
2023-09-18,269.75,270.3999938964844,265.5,265.95001220703125,264.9659423828125,1722758
2023-09-20,265.95001220703125,266.25,260.1000061035156,261.8500061035156,260.881103515625,3029530
2023-09-21,261.8500061035156,263.20001220703125,257.1499938964844,258.04998779296875,257.0951232910156,1621070
2023-09-22,258.29998779296875,259.8500061035156,253.75,256.20001220703125,255.2519989013672,1539984
2023-09-25,256.20001220703125,259.3500061035156,253.60000610351562,258.8999938964844,257.9419860839844,1618125
2023-09-26,258.8999938964844,260.8999938964844,256.6000061035156,256.79998779296875,255.84976196289062,1054327
2023-09-27,257.70001220703125,260.6000061035156,255.35000610351562,260.1499938964844,259.1873779296875,938187
2023-09-28,261.1000061035156,261.1000061035156,256.5,258.04998779296875,257.0951232910156,1213279
2023-09-29,259.04998779296875,262.8999938964844,258.54998779296875,260.6000061035156,259.6357116699219,1763561
2023-10-03,261.70001220703125,261.8999938964844,257.8500061035156,260.0,259.0379333496094,1516586
2023-10-04,257.20001220703125,260.25,255.10000610351562,256.6499938964844,255.7003173828125,1369047
2023-10-05,259.8999938964844,263.0,255.5,256.6499938964844,255.7003173828125,1099031
2023-10-06,257.8500061035156,260.0,257.29998779296875,259.0,258.0416259765625,1742138
2023-10-09,256.0,257.8500061035156,253.1999969482422,255.0,254.05642700195312,1339264
2023-10-10,255.0,260.75,254.5,258.3999938964844,257.44384765625,1379644
2023-10-11,258.95001220703125,265.3500061035156,258.95001220703125,263.0,262.0268249511719,2603326
2023-10-12,264.29998779296875,268.0,262.79998779296875,264.79998779296875,263.8201599121094,2223186
2023-10-13,264.8500061035156,266.1000061035156,261.95001220703125,262.5,261.5286865234375,1739355
2023-10-16,262.70001220703125,266.0,261.04998779296875,264.45001220703125,263.4714660644531,1746547
2023-10-17,265.1000061035156,274.0,264.70001220703125,268.79998779296875,267.80535888671875,5876028
2023-10-18,270.0,270.75,263.79998779296875,267.04998779296875,266.06182861328125,2208364
2023-10-19,265.0,266.0,262.54998779296875,265.45001220703125,264.4677734375,1735128
2023-10-20,265.45001220703125,265.45001220703125,257.0,258.04998779296875,257.0951232910156,3369452
2023-10-23,258.04998779296875,258.79998779296875,250.0500030517578,251.5500030517578,250.61920166015625,2039503
2023-10-25,251.8000030517578,254.25,247.3000030517578,250.14999389648438,249.22438049316406,1426209
2023-10-26,246.64999389648438,248.35000610351562,241.6999969482422,246.1999969482422,245.28900146484375,2212835
2023-10-27,247.60000610351562,252.1999969482422,246.5500030517578,251.39999389648438,250.46975708007812,897365
2023-10-30,251.39999389648438,255.89999389648438,249.0,254.3000030517578,253.35902404785156,2396032
2023-10-31,255.0,258.95001220703125,254.0,255.39999389648438,254.4549560546875,1320716
2023-11-01,255.10000610351562,255.89999389648438,252.0,252.4499969482422,251.515869140625,736778
2023-11-02,253.5500030517578,258.6000061035156,253.5500030517578,257.95001220703125,256.99554443359375,1033896
2023-11-03,258.29998779296875,258.79998779296875,255.60000610351562,256.1000061035156,255.15237426757812,1008109
2023-11-06,258.0,269.45001220703125,257.75,267.75,266.7592468261719,4740338
2023-11-07,269.54998779296875,273.25,266.95001220703125,268.1000061035156,267.10797119140625,4760250
2023-11-08,269.5,270.0,265.54998779296875,266.3999938964844,265.41424560546875,1201343
2023-11-09,267.0,270.75,265.95001220703125,268.70001220703125,267.70574951171875,3424296
2023-11-10,268.3999938964844,269.6000061035156,266.04998779296875,268.1499938964844,267.15777587890625,1986224
2023-11-13,269.5,273.45001220703125,267.29998779296875,271.79998779296875,270.79425048828125,3059116
2023-11-15,273.95001220703125,274.70001220703125,272.0,272.29998779296875,271.29241943359375,1405934
2023-11-16,272.0,273.8500061035156,270.79998779296875,272.1499938964844,271.1429748535156,1294845
2023-11-17,272.20001220703125,282.45001220703125,271.8500061035156,281.1000061035156,280.05987548828125,6605927
2023-11-20,282.8999938964844,286.29998779296875,281.0,281.95001220703125,280.90673828125,5194118
2023-11-21,283.75,286.5,280.3500061035156,285.6000061035156,284.543212890625,2768726
2023-11-22,287.45001220703125,287.45001220703125,281.54998779296875,283.1000061035156,282.0524597167969,2518341
2023-11-23,284.5,287.45001220703125,282.79998779296875,283.6000061035156,282.55059814453125,1905294
2023-11-24,286.04998779296875,286.45001220703125,280.8500061035156,281.5,280.4583740234375,1253846
2023-11-28,283.20001220703125,285.8500061035156,281.0,283.29998779296875,282.251708984375,1552552
2023-11-29,285.04998779296875,286.25,283.3999938964844,285.04998779296875,283.9952392578125,1490003
2023-11-30,286.04998779296875,286.20001220703125,281.75,284.75,283.69635009765625,2863183
2023-12-01,285.8999938964844,297.0,285.5,291.5,290.42138671875,6079060
2023-12-04,297.3999938964844,299.3999938964844,292.29998779296875,293.8500061035156,292.7626953125,3511808
2023-12-05,295.29998779296875,296.75,290.3500061035156,292.29998779296875,291.2184143066406,2044114
2023-12-06,293.0,294.0,289.29998779296875,290.95001220703125,289.8734130859375,1458541
2023-12-07,291.70001220703125,297.95001220703125,290.3500061035156,294.8500061035156,293.75897216796875,3584122
2023-12-08,297.54998779296875,298.3999938964844,287.25,289.8999938964844,288.8273010253906,2363589
2023-12-11,290.70001220703125,294.25,290.25,293.29998779296875,292.2146911621094,1054535
2023-12-12,295.0,295.3500061035156,287.8500061035156,288.54998779296875,287.4822692871094,1259211
2023-12-13,289.29998779296875,291.20001220703125,285.3999938964844,287.0,285.9380187988281,1687805
2023-12-14,289.8999938964844,297.5,287.6000061035156,296.1499938964844,295.0541687011719,3367531
2023-12-15,298.3999938964844,299.0,293.29998779296875,295.54998779296875,294.4563903808594,2994796
2023-12-18,295.54998779296875,306.20001220703125,287.0,305.3500061035156,304.2201232910156,7197317
2023-12-19,305.95001220703125,309.8999938964844,304.1000061035156,305.1000061035156,303.9710693359375,5132028
2023-12-20,306.6499938964844,306.75,278.5,287.3999938964844,286.3365478515625,6303984
2023-12-21,285.0,294.3999938964844,281.8500061035156,293.6000061035156,292.51361083984375,3078298
2023-12-22,295.3999938964844,297.70001220703125,290.5,293.3500061035156,292.2645263671875,2168051
2023-12-26,293.3500061035156,297.6000061035156,292.79998779296875,296.3500061035156,295.2534484863281,1797988
2023-12-27,298.20001220703125,301.75,295.6499938964844,301.04998779296875,299.93603515625,2483698
2023-12-28,302.0,308.8999938964844,300.04998779296875,307.6000061035156,306.4617919921875,3369816
2023-12-29,308.70001220703125,324.25,306.0,317.8500061035156,316.67388916015625,9953048
2024-01-01,319.8500061035156,326.45001220703125,318.3500061035156,322.0,320.80853271484375,4091951
2024-01-02,323.75,324.75,315.5,322.1499938964844,320.95794677734375,3175785
2024-01-03,322.1499938964844,328.79998779296875,318.0,326.0,324.793701171875,2969074
2024-01-04,327.0,328.6499938964844,324.0,324.70001220703125,323.49853515625,2563207
2024-01-05,325.5,331.0,321.1499938964844,329.3500061035156,328.1313171386719,3866526
2024-01-08,331.25,331.25,322.6000061035156,323.54998779296875,322.352783203125,2104572
2024-01-09,325.1000061035156,332.0,324.8500061035156,327.25,326.0390930175781,2558574
2024-01-10,326.95001220703125,328.95001220703125,322.79998779296875,327.79998779296875,326.5870361328125,1680275
2024-01-11,328.5,340.0,327.70001220703125,338.8500061035156,337.5961608886719,6817569
2024-01-12,341.79998779296875,341.79998779296875,334.0,337.6499938964844,336.4006042480469,3773816
2024-01-15,339.6000061035156,339.6000061035156,321.75,325.6499938964844,324.44500732421875,5461009
2024-01-16,326.0,332.5,322.70001220703125,325.79998779296875,324.5944519042969,4455576
2024-01-17,321.95001220703125,324.8999938964844,314.25,319.3999938964844,318.2181396484375,4636107
2024-01-18,319.3999938964844,322.20001220703125,309.3500061035156,319.1000061035156,317.91925048828125,4819502
2024-01-19,323.0,328.0,321.0,327.20001220703125,325.9892883300781,2374513
2024-01-23,325.8999938964844,327.6000061035156,313.3500061035156,314.70001220703125,313.5355529785156,3270317
2024-01-24,315.0,319.25,311.3999938964844,315.29998779296875,314.13330078125,4837038
2024-01-25,315.5,317.54998779296875,307.45001220703125,310.3999938964844,309.2514343261719,3275873
2024-01-29,314.70001220703125,317.25,311.29998779296875,315.29998779296875,314.13330078125,1788476
2024-01-30,318.8999938964844,321.8500061035156,315.45001220703125,318.0,316.82330322265625,2813599
